,corr,moran_a,moran_b,sum_a,sum_b,moran_ave,sum_ave,moran_ab
ENSG00000142192-ENSG00000137642,0.5179269823847762,0.35998961434981663,0.4216117470008011,101585.0,12576.0,0.3908006806753089,57080.5,0.2166317408172558
ENSG00000184371-ENSG00000139514,-0.012222171753920898,0.011116873402459083,0.0306273473070225,131.0,670.0,0.02087211035474079,400.5,-0.003255822892452254
ENSG00000065320-ENSG00000113763,-0.013033864353222045,0.021257657864127432,0.3043746730048908,588.0,4281.0,0.1628161654345091,2434.5,-0.0035346283485402493
