,corr,moran_a,moran_b,sum_a,sum_b,moran_ave,sum_ave,moran_ab
ENSG00000145147-ENSG00000169855,0.19977113334927796,0.22833112516249487,0.13870578809471068,1807.0,2204.0,0.18351845662860278,2005.5,0.08029397890560327
ENSG00000143816-ENSG00000162998,0.10109659310476886,0.13260251922416527,0.23037288579539134,762.0,518.0,0.1814877025097783,640.0,0.09272580474165495
ENSG00000070886-ENSG00000184349,0.004680203486431969,0.0445627111560029,0.1701075556929116,269.0,1767.0,0.10733513342445726,1018.0,0.004207404122636712
ENSG00000169242-ENSG00000044524,-0.01830961463065121,0.006726799701227392,0.054806876061120544,304.0,312.0,0.03076683788117397,308.0,0.010609867950442137
ENSG00000125845-ENSG00000128602,-0.006511264322150465,0.04891307317867143,0.04625487661354058,311.0,531.0,0.04758397489610601,421.0,0.010927484898618027
ENSG00000162337-ENSG00000171243,0.1353849207469054,0.000576163946537073,0.23573806838018513,298.0,258.0,0.1181571161633611,278.0,0.03578857505777812
ENSG00000239697-ENSG00000215788,-0.030754364420008326,0.011376027343307924,0.17327757190183612,423.0,416.0,0.09232679962257202,419.5,0.007030837415276448
ENSG00000148400-ENSG00000162552,-0.005144806572884208,0.03787622188549187,0.1698442267840929,1092.0,1067.0,0.10386022433479238,1079.5,0.011419763099970295
ENSG00000184500-ENSG00000167601,0.08825051001991681,0.01957151571530345,0.03634044906801544,545.0,1572.0,0.027955982391659445,1058.5,0.025146377770737277
ENSG00000241563-ENSG00000278195,0.10307364910202918,0.13446189659991656,0.12228271087402512,613.0,726.0,0.12837230373697084,669.5,0.07830618895240529
ENSG00000118271-ENSG00000204580,0.2704532745555186,0.2532031085510031,0.1889478749528802,51982.0,3476.0,0.22107549175194163,27729.0,0.1316875212701463
ENSG00000105894-ENSG00000105426,0.41600725676820627,0.5473708217593684,0.3849049818261846,26544.0,20753.0,0.4661379017927765,23648.5,0.32774145119703
ENSG00000068078-ENSG00000116106,0.02538126744096455,0.1372940613418603,0.3653908891858487,3321.0,10136.0,0.2513424752638545,6728.5,0.011343615707452761
ENSG00000157168-ENSG00000178568,0.11602141817241336,0.056285363090797805,0.11404636961269275,1201.0,2123.0,0.08516586635174528,1662.0,0.053359821416347125
ENSG00000185559-ENSG00000074181,0.07278747189735152,0.5802190035907377,0.0223981351048492,1312.0,339.0,0.3013085693477935,825.5,0.049000602932887195
ENSG00000114251-ENSG00000185483,0.008464984975632403,0.09683342058218357,0.06625239391190403,705.0,134.0,0.0815429072470438,419.5,-0.0011222546807925235
ENSG00000134250-ENSG00000090932,0.007152686054721317,0.06158736875980182,0.036746824770036664,686.0,246.0,0.049167096764919246,466.0,-0.0008109704170715315
ENSG00000157168-ENSG00000105699,0.03135820426037786,0.056285363090797805,0.0069699674117344795,1201.0,276.0,0.03162766525126614,738.5,0.008792006669377234
ENSG00000101327-ENSG00000116329,0.0476896572325756,0.30033266796086766,0.08041482942228112,623.0,656.0,0.1903737486915744,639.5,0.027373436601049305
ENSG00000241563-ENSG00000139874,0.09565327230581215,0.13446189659991656,0.267919073234996,613.0,1912.0,0.20119048491745628,1262.5,0.0809304371896593
ENSG00000166086-ENSG00000166086,1.0,0.06559863973620329,0.06559863973620329,1686.0,1686.0,0.06559863973620329,1686.0,0.06559863973620333
ENSG00000113578-ENSG00000068078,0.11538185090944421,0.22086305575452264,0.1372940613418603,2885.0,3321.0,0.1790785585481915,3103.0,0.09509970135242873
ENSG00000113721-ENSG00000170962,0.06243491079438616,0.04222553712269986,0.058748230632613946,617.0,275.0,0.0504868838776569,446.0,0.016718662921452066
ENSG00000106123-ENSG00000090776,0.025626694968598464,0.3371620891469939,0.12207678145137293,3192.0,725.0,0.22961943529918344,1958.5,0.002208144444833141
ENSG00000113578-ENSG00000069702,0.08188389862938251,0.22086305575452264,0.08312944666746024,2885.0,658.0,0.15199625121099145,1771.5,0.03782970002510298
ENSG00000105329-ENSG00000169083,-0.009269724512057957,0.02738953912924685,0.13240566703467302,435.0,1343.0,0.07989760308195994,889.0,0.01016535375852932
ENSG00000146648-ENSG00000163235,-0.016227284722686624,0.06256688110475374,0.2208215629654621,362.0,1589.0,0.14169422203510793,975.5,-0.01845463779804544
ENSG00000100311-ENSG00000123384,0.19470284622543194,0.14600304325150237,0.21907236552564233,1735.0,6007.0,0.18253770438857236,3871.0,0.14714422367264152
ENSG00000163377-ENSG00000011028,-0.016088452374042408,0.3215437281997167,0.09823569047712799,267.0,323.0,0.20988970933842235,295.0,-0.017803729357108593
ENSG00000120057-ENSG00000111186,0.044488360161057304,0.1454391860994696,0.046946050896077174,311.0,236.0,0.09619261849777339,273.5,0.04433155706225464
ENSG00000066468-ENSG00000068078,0.04783672627258846,0.19259168306818622,0.1372940613418603,2739.0,3321.0,0.16494287220502327,3030.0,0.017655166248378252
ENSG00000162552-ENSG00000120057,-0.009219530649891984,0.1698442267840929,0.1454391860994696,1067.0,311.0,0.15764170644178124,689.0,-0.026970723370893287
ENSG00000108379-ENSG00000162998,-0.08315007061323344,0.29000194442177624,0.23037288579539134,552.0,518.0,0.2601874151085838,535.0,-0.09451598181430938
ENSG00000026508-ENSG00000113070,0.024275015377695348,0.06723347976832687,0.02882383174571829,247.0,570.0,0.04802865575702258,408.5,0.0003231887264587557
ENSG00000066468-ENSG00000143324,-0.03629532214708528,0.19259168306818622,0.18514208181344385,2739.0,5314.0,0.18886688244081504,4026.5,-0.05345126429506987
ENSG00000196576-ENSG00000187764,0.09025964901627456,0.13407967794295392,0.06861154765011294,1822.0,1493.0,0.10134561279653342,1657.5,0.05711930634200536
ENSG00000113578-ENSG00000077782,0.1276024249534915,0.22086305575452264,0.32349875537430406,2885.0,3468.0,0.2721809055644133,3176.5,0.09085923727594246
ENSG00000104332-ENSG00000111186,0.10396838874290679,0.05510095177287649,0.046946050896077174,208.0,236.0,0.051023501334476834,222.0,0.025918423440869285
ENSG00000154928-ENSG00000108947,0.10282660060639949,0.08464406105623715,0.30210108832955473,2045.0,4245.0,0.19337257469289593,3145.0,0.05116943339357955
ENSG00000188064-ENSG00000162998,0.11831425905911984,0.25106985187876196,0.23037288579539134,1917.0,518.0,0.24072136883707665,1217.5,0.10030655423240208
ENSG00000101327-ENSG00000112038,0.000663772161875499,0.30033266796086766,0.408488062628039,623.0,2230.0,0.35441036529445336,1426.5,-0.012599047153963096
ENSG00000120156-ENSG00000154188,0.06836607907549264,0.013405786329040752,0.07129693021803649,534.0,303.0,0.04235135827353862,418.5,0.011571616730539452
ENSG00000141433-ENSG00000114812,0.061871171290482446,0.31867027459576713,0.08656834152609977,1195.0,564.0,0.20261930806093345,879.5,0.018638055686139753
ENSG00000099617-ENSG00000044524,-0.01902007225098142,0.020419282893247775,0.054806876061120544,320.0,312.0,0.03761307947718416,316.0,0.02071343905432275
ENSG00000068078-ENSG00000102678,0.04213071723253153,0.1372940613418603,0.09875335348220497,3321.0,1601.0,0.11802370741203264,2461.0,0.05700205511007299
ENSG00000044524-ENSG00000184349,0.010697464878839352,0.054806876061120544,0.1701075556929116,312.0,1767.0,0.11245721587701607,1039.5,-0.02514306939215273
ENSG00000138685-ENSG00000068078,-0.005399756021222873,0.027244612596540065,0.1372940613418603,292.0,3321.0,0.08226933696920019,1806.5,0.021509639684589722
ENSG00000070193-ENSG00000066468,0.00031553746220668044,0.1605546011041237,0.19259168306818622,346.0,2739.0,0.17657314208615496,1542.5,0.004751200203703667
ENSG00000130202-ENSG00000177707,0.03123925972262163,0.08051248541639874,0.22139401709045609,452.0,1993.0,0.1509532512534274,1222.5,0.014932550490444986
ENSG00000138207-ENSG00000137868,0.06545601108144354,0.1423144856030304,0.05018708466862025,775.0,195.0,0.09625078513582533,485.0,0.010320301022923629
ENSG00000105976-ENSG00000019991,0.040615719569656705,0.13183446469184382,0.12251391255214945,285.0,338.0,0.12717418862199664,311.5,0.07559526917209693
ENSG00000146648-ENSG00000105329,0.10434061515158934,0.06256688110475374,0.02738953912924685,362.0,435.0,0.044978210117000296,398.5,0.028358594054855614
ENSG00000179776-ENSG00000179776,1.0,0.033872746584949716,0.033872746584949716,610.0,610.0,0.033872746584949716,610.0,0.03387274658494973
ENSG00000060656-ENSG00000163377,-0.041820722207954415,0.25325222886720394,0.3215437281997167,1718.0,267.0,0.28739797853346033,992.5,-0.049213810038282096
ENSG00000198719-ENSG00000148400,0.009941737247602243,0.031768255565975935,0.03787622188549187,189.0,1092.0,0.0348222387257339,640.5,0.02523989749037824
ENSG00000143816-ENSG00000104332,0.03858927935292072,0.13260251922416527,0.05510095177287649,762.0,208.0,0.09385173549852088,485.0,0.021839438121850206
ENSG00000180616-ENSG00000157005,0.21720790948741509,0.30081126094361343,0.35282841193090436,1079.0,22430.0,0.32681983643725887,11754.5,0.18469606289429757
ENSG00000118785-ENSG00000026508,0.12669401745293538,0.1755391441973733,0.06723347976832687,857.0,247.0,0.12138631198285008,552.0,0.04944105302755972
ENSG00000154764-ENSG00000104332,0.016337324639981103,0.06917204539368586,0.05510095177287649,684.0,208.0,0.06213649858328117,446.0,0.01363437278588084
ENSG00000136040-ENSG00000138623,-0.13387424131483996,0.25159971975497664,0.48227330334714114,1834.0,10061.0,0.3669365115510589,5947.5,-0.13981610475890852
ENSG00000101188-ENSG00000133636,0.06893886937269844,0.07863250484429103,0.4045342502292037,381.0,980.0,0.24158337753674736,680.5,0.06178911572726452
ENSG00000162552-ENSG00000104332,0.08250858398527118,0.1698442267840929,0.05510095177287649,1067.0,208.0,0.11247258927848469,637.5,0.030565528885529145
ENSG00000146674-ENSG00000149932,0.031107819039902014,0.035615719434229545,0.022745841279904744,522.0,570.0,0.029180780357067143,546.0,-0.0004235848199640466
ENSG00000138685-ENSG00000127418,0.05426991555245057,0.027244612596540065,0.02668840947772698,292.0,1415.0,0.026966511037133524,853.5,0.01723568766777164
ENSG00000101384-ENSG00000134250,0.09022293220975518,0.029802099557385837,0.06158736875980182,368.0,686.0,0.04569473415859383,527.0,0.044043126629384415
ENSG00000197461-ENSG00000134853,0.06804648599580305,0.12640713255342692,0.08593914383436156,4425.0,1635.0,0.10617313819389423,3030.0,0.08016578301049507
ENSG00000141433-ENSG00000197635,-0.01597844246411001,0.31867027459576713,0.04292122871046228,1195.0,220.0,0.1807957516531147,707.5,0.00906855985815596
ENSG00000163956-ENSG00000134243,0.2878948878541735,0.3545234155499448,0.2367682792392102,10360.0,7708.0,0.2956458473945775,9034.0,0.11460088665919034
ENSG00000187122-ENSG00000169855,0.27905002592361305,0.32679733023048996,0.13870578809471068,3325.0,2204.0,0.23275155916260032,2764.5,0.12976632896677032
ENSG00000099617-ENSG00000070886,-0.012852336902162418,0.020419282893247775,0.0445627111560029,320.0,269.0,0.03249099702462534,294.5,0.01007280885702574
ENSG00000205213-ENSG00000146374,0.13689731581308423,0.09389092321904398,0.1932398881156971,2024.0,996.0,0.14356540566737053,1510.0,0.06886835968885992
ENSG00000100311-ENSG00000134853,0.06795765716457329,0.14600304325150237,0.08593914383436156,1735.0,1635.0,0.11597109354293197,1685.0,0.06392376181725934
ENSG00000104332-ENSG00000134245,0.03118793014660889,0.05510095177287649,0.130602496693065,208.0,346.0,0.09285172423297075,277.0,0.010366489230367672
ENSG00000101327-ENSG00000082556,0.02002824989760601,0.30033266796086766,0.12713893878564403,623.0,282.0,0.21373580337325584,452.5,0.023650541121510653
ENSG00000259384-ENSG00000112964,0.04511018630790855,0.30517570999020277,0.07595996660132039,762.0,583.0,0.19056783829576157,672.5,0.04827368013032717
ENSG00000162706-ENSG00000182985,0.5561288283112789,0.4899065365844151,0.493978281335841,20422.0,8867.0,0.49194240896012803,14644.5,0.3907102602212959
ENSG00000092969-ENSG00000069702,0.19121821856038226,0.20623937612938426,0.08312944666746024,1051.0,658.0,0.14468441139842225,854.5,0.048381742294556995
ENSG00000114251-ENSG00000162998,0.004238156616491357,0.09683342058218357,0.23037288579539134,705.0,518.0,0.16360315318878746,611.5,0.009490815292036854
ENSG00000066468-ENSG00000110400,-0.112125824327674,0.19259168306818622,0.2807147377060161,2739.0,4033.0,0.2366532103871012,3386.0,-0.09184593226952202
ENSG00000170775-ENSG00000219438,-0.06473067074113562,0.336642535147827,0.22116614431825776,3662.0,5163.0,0.2789043397330424,4412.5,-0.061052269368795264
ENSG00000259384-ENSG00000113494,0.06164360004074504,0.30517570999020277,0.2650273320991235,762.0,442.0,0.28510152104466313,602.0,0.06327355565721637
ENSG00000108379-ENSG00000120057,0.04931624125219925,0.29000194442177624,0.1454391860994696,552.0,311.0,0.21772056526062292,431.5,0.05679347437955797
ENSG00000161955-ENSG00000067182,0.1468272903218289,0.035509637063995514,0.05025948940052639,258.0,908.0,0.04288456323226095,583.0,0.029881376371249654
ENSG00000178568-ENSG00000113070,0.028218585864102096,0.11404636961269275,0.02882383174571829,2123.0,570.0,0.07143510067920553,1346.5,0.004864126659745924
ENSG00000128271-ENSG00000138185,0.055055208744179684,0.5064206935613547,0.016588637081364738,631.0,711.0,0.2615046653213597,671.0,0.05861217236193679
ENSG00000148400-ENSG00000090932,-0.017452390996888424,0.03787622188549187,0.036746824770036664,1092.0,246.0,0.037311523327764266,669.0,0.004823043632009768
ENSG00000011600-ENSG00000026508,0.010738434255573071,0.021252110730153408,0.06723347976832687,783.0,247.0,0.044242795249240144,515.0,-0.0012954328648114083
ENSG00000182580-ENSG00000108947,-0.13978642745659092,0.12613784673202025,0.30210108832955473,1049.0,4245.0,0.21411946753078748,2647.0,-0.1346871908464208
ENSG00000162552-ENSG00000128602,0.038482771246252684,0.1698442267840929,0.04625487661354058,1067.0,531.0,0.10804955169881673,799.0,0.007853815485148127
ENSG00000185737-ENSG00000178568,0.11665310717770425,0.12769429088367157,0.11404636961269275,2620.0,2123.0,0.12087033024818217,2371.5,0.05644699254447746
ENSG00000101384-ENSG00000074181,0.08321921205809518,0.029802099557385837,0.0223981351048492,368.0,339.0,0.026100117331117518,353.5,0.02426109682001564
ENSG00000143590-ENSG00000135333,0.29755113752057955,0.1056121948414131,0.3581086286958083,2646.0,4390.0,0.2318604117686107,3518.0,0.127042159795118
ENSG00000026508-ENSG00000066468,0.061270778877075494,0.06723347976832687,0.19259168306818622,247.0,2739.0,0.12991258141825654,1493.0,0.02719383600306524
ENSG00000138685-ENSG00000026508,-0.008904072356060895,0.027244612596540065,0.06723347976832687,292.0,247.0,0.04723904618243347,269.5,0.01898409654805628
ENSG00000066468-ENSG00000116106,-0.045691339546085126,0.19259168306818622,0.3653908891858487,2739.0,10136.0,0.27899128612701746,6437.5,-0.03083803393774567
ENSG00000110400-ENSG00000162706,0.4463843185192169,0.2807147377060161,0.4899065365844151,4033.0,20422.0,0.38531063714521563,12227.5,0.304684127334342
ENSG00000170425-ENSG00000138185,0.004022011423874041,0.02082392299559106,0.016588637081364738,334.0,711.0,0.0187062800384779,522.5,-0.0006910228629856011
ENSG00000159899-ENSG00000163273,0.06236472640074274,0.06752931255622045,0.06072052880064233,2066.0,358.0,0.0641249206784314,1212.0,0.033965181613990966
ENSG00000122218-ENSG00000134243,0.2743297483775539,0.18700284019591368,0.2367682792392102,8498.0,7708.0,0.21188555971756196,8103.0,0.1073177363056408
ENSG00000169218-ENSG00000205213,0.07600024062770303,0.3084069784990991,0.09389092321904398,821.0,2024.0,0.20114895085907153,1422.5,0.026773837080603793
ENSG00000164690-ENSG00000164161,-0.0314460783077336,0.07279189852239219,0.15146759764697365,354.0,485.0,0.11212974808468293,419.5,-0.014116385522884465
ENSG00000143816-ENSG00000120057,-0.040638944619730916,0.13260251922416527,0.1454391860994696,762.0,311.0,0.13902085266181743,536.5,-0.06567240651017081
ENSG00000146648-ENSG00000113070,0.017747207433505264,0.06256688110475374,0.02882383174571829,362.0,570.0,0.04569535642523601,466.0,-0.002070507533908943
ENSG00000065361-ENSG00000157168,0.0009264072387224005,0.09517969548924402,0.056285363090797805,498.0,1201.0,0.07573252929002092,849.5,-0.013651653824325493
