,corr,moran_a,moran_b,sum_a,sum_b,moran_ave,sum_ave,moran_ab
ENSG00000196189-ENSG00000004399,0.08086486803520507,0.138999375976168,0.5012190796918651,1772.0,3018.0,0.3201092278340165,2395.0,0.07756231000482511
ENSG00000099250-ENSG00000173511,0.08684144761535217,0.11849250550042899,0.104602476294144,797.0,6415.0,0.1115474908972865,3606.0,0.0154998169554468
ENSG00000167601-ENSG00000183087,0.09418130972357422,0.03634044906801544,0.16755339421570564,1572.0,5167.0,0.10194692164186053,3369.5,0.04379264519816491
ENSG00000184349-ENSG00000145242,0.01774666927978239,0.1701075556929116,0.35659920954629226,1767.0,4427.0,0.26335338261960195,3097.0,-0.01746067503648952
ENSG00000154764-ENSG00000120057,0.05614628233384063,0.06917204539368586,0.1454391860994696,684.0,311.0,0.10730561574657774,497.5,0.05294658243232238
ENSG00000134853-ENSG00000145431,0.0647774409968989,0.08593914383436156,0.042524242075811576,1635.0,303.0,0.06423169295508657,969.0,0.057172840702410785
ENSG00000162706-ENSG00000105767,0.2900145605252209,0.4899065365844151,0.3325554131378255,20422.0,21824.0,0.41123097486112026,21123.0,0.14080899938006206
ENSG00000170381-ENSG00000004399,-0.029347156143099174,0.1947365621746795,0.5012190796918651,1326.0,3018.0,0.3479778209332723,2172.0,-0.04984982836103849
ENSG00000146648-ENSG00000030582,0.05620187429762701,0.06256688110475374,0.09463070912911017,362.0,2147.0,0.07859879511693196,1254.5,0.03626727443199945
ENSG00000169242-ENSG00000070886,-0.01948495976359934,0.006726799701227392,0.0445627111560029,304.0,269.0,0.02564475542861515,286.5,-0.00587373787074382
ENSG00000149294-ENSG00000176697,0.28442696535028955,0.3119114522229659,0.25381464809436527,11177.0,2508.0,0.2828630501586656,6842.5,0.10064807095542685
ENSG00000107731-ENSG00000074527,0.011694725713342922,0.1323094333039224,0.02299357705534778,945.0,438.0,0.07765150517963508,691.5,-0.004276096327181156
ENSG00000156687-ENSG00000074527,0.0007053225934156015,0.33893981959873976,0.02299357705534778,2083.0,438.0,0.18096669832704376,1260.5,0.03699420066420877
ENSG00000182580-ENSG00000090776,0.04741516993491558,0.12613784673202025,0.12207678145137293,1049.0,725.0,0.12410731409169659,887.0,0.008653965165681985
ENSG00000068078-ENSG00000110400,0.05729405944452165,0.1372940613418603,0.2807147377060161,3321.0,4033.0,0.20900439952393823,3677.0,0.07988591111501245
ENSG00000141433-ENSG00000078549,0.1795548374590551,0.31867027459576713,0.2800720997350735,1195.0,6144.0,0.2993711871654203,3669.5,0.1575543960299423
ENSG00000092445-ENSG00000183087,0.023537215523346314,0.2576242715674361,0.16755339421570564,3313.0,5167.0,0.21258883289157088,4240.0,-0.010805851341670001
ENSG00000120057-ENSG00000134245,-0.02921047285412754,0.1454391860994696,0.130602496693065,311.0,346.0,0.1380208413962673,328.5,0.013110109672577624
ENSG00000132671-ENSG00000157005,0.07067794931016565,0.22001571273564352,0.35282841193090436,1715.0,22430.0,0.28642206233327394,12072.5,0.06839848782915214
ENSG00000188064-ENSG00000120057,-0.02090463228432786,0.25106985187876196,0.1454391860994696,1917.0,311.0,0.19825451898911578,1114.0,-0.025095480640688308
ENSG00000077782-ENSG00000149294,0.3174689352781095,0.32349875537430406,0.3119114522229659,3468.0,11177.0,0.317705103798635,7322.5,0.232200078432132
ENSG00000145147-ENSG00000185008,0.2080443803182093,0.22833112516249487,0.3482458595768237,1807.0,4260.0,0.28828849236965925,3033.5,0.14070001645296257
ENSG00000118257-ENSG00000001617,-0.012688057218869009,0.4135239587197943,0.03316162111814834,1776.0,353.0,0.22334278991897133,1064.5,-0.015900468277516056
ENSG00000196352-ENSG00000123146,0.057594261975736805,0.01238916943008141,0.021451927535536684,192.0,372.0,0.016920548482809047,282.0,0.020842952808096334
ENSG00000099250-ENSG00000075213,0.003875561283306931,0.11849250550042899,0.1855549010911552,797.0,1324.0,0.1520237032957921,1060.5,-0.016994458525365064
ENSG00000184500-ENSG00000092445,-0.02674943170958886,0.01957151571530345,0.2576242715674361,545.0,3313.0,0.1385978936413698,1929.0,-0.009205930557228629
ENSG00000113494-ENSG00000204414,0.06164360004074504,0.2650273320991235,0.30517570999020277,442.0,762.0,0.28510152104466313,602.0,0.05954140842127875
ENSG00000139874-ENSG00000157005,0.257027215643599,0.267919073234996,0.35282841193090436,1912.0,22430.0,0.31037374258295014,12171.0,0.20149027768959688
ENSG00000148400-ENSG00000101384,0.059718039223861444,0.03787622188549187,0.029802099557385837,1092.0,368.0,0.03383916072143885,730.0,0.026202469393927858
ENSG00000143590-ENSG00000145242,0.282155264108803,0.1056121948414131,0.35659920954629226,2646.0,4427.0,0.23110570219385268,3536.5,0.1574811900847221
ENSG00000114251-ENSG00000169604,0.14952330926716056,0.09683342058218357,0.010764445522541096,705.0,735.0,0.05379893305236233,720.0,0.011418451824577132
ENSG00000105464-ENSG00000172349,0.008167254407918663,0.158672602244966,0.2656515094117572,725.0,247.0,0.2121620558283616,486.0,-0.020312247228599548
ENSG00000154764-ENSG00000130164,0.04799412125517142,0.06917204539368586,0.04599199547421953,684.0,793.0,0.0575820204339527,738.5,0.038789638216565836
ENSG00000030582-ENSG00000134243,0.131322107398085,0.09463070912911017,0.2367682792392102,2147.0,7708.0,0.1656994941841602,4927.5,0.07898289798085274
ENSG00000137801-ENSG00000135218,0.058459787659117926,0.05279374818424317,0.15980777188877746,244.0,140.0,0.10630076003651032,192.0,0.06768218725103065
ENSG00000188064-ENSG00000104332,0.008996440108613285,0.25106985187876196,0.05510095177287649,1917.0,208.0,0.15308540182581923,1062.5,0.008487252580667156
ENSG00000197696-ENSG00000135577,0.0739295703304733,0.10157307343196258,0.027726247043763138,385.0,128.0,0.06464966023786285,256.5,0.024713460704774984
