,adj1,adj2,adj3,adj4
ENSG00000137642-ENSG00000225950,0.0,0.0,0.0,0.0
ENSG00000125735-ENSG00000175189,0.0,-1.0,0.0,0.0
ENSG00000171243-ENSG00000187266,0.0,-1.0,0.0,0.0
ENSG00000091513-ENSG00000171860,0.0,0.0,0.0,0.0
ENSG00000140538-ENSG00000169083,0.0,-1.0,0.0,0.0
ENSG00000105220-ENSG00000117091,0.0,0.0,0.0,0.0
ENSG00000072071-ENSG00000185737,0.0,-1.0,0.0,0.0
ENSG00000117560-ENSG00000169752,0.0,0.0,0.0,0.0
ENSG00000121858-ENSG00000171105,0.0,0.0,0.0,0.0
ENSG00000113494-ENSG00000198719,0.0,-1.0,0.0,0.0
ENSG00000070193-ENSG00000188064,0.0,-1.0,0.0,0.0
ENSG00000126010-ENSG00000158813,0.0,0.0,0.0,0.0
ENSG00000158458-ENSG00000166090,0.0,0.0,0.0,0.0
ENSG00000164161-ENSG00000261371,0.0,-1.0,0.0,0.0
ENSG00000073008-ENSG00000148926,0.0,-1.0,0.0,0.0
ENSG00000101280-ENSG00000122679,0.0,0.0,0.0,0.0
ENSG00000145423-ENSG00000173530,0.0,0.0,0.0,0.0
ENSG00000085741-ENSG00000163956,0.0,-1.0,0.0,0.0
ENSG00000164199-ENSG00000174059,0.0,-1.0,0.0,0.0
ENSG00000004948-ENSG00000183150,0.0,0.0,0.0,0.0
ENSG00000130283-ENSG00000274736,0.0,0.0,0.0,0.0
ENSG00000118702-ENSG00000128285,0.0,0.0,0.0,0.0
ENSG00000117400-ENSG00000164270,0.0,0.0,0.0,0.0
ENSG00000116329-ENSG00000133216,0.0,-1.0,0.0,0.0
ENSG00000138798-ENSG00000166086,0.0,0.0,0.0,0.0
ENSG00000050628-ENSG00000146674,0.0,-1.0,0.0,0.0
ENSG00000159958-ENSG00000176136,0.0,0.0,0.0,0.0
ENSG00000102962-ENSG00000166090,0.0,-1.0,0.0,0.0
ENSG00000102265-ENSG00000180616,0.0,0.0,0.0,0.0
ENSG00000120949-ENSG00000154134,0.0,0.0,0.0,0.0
ENSG00000062038-ENSG00000123384,0.0,-1.0,0.0,0.0
ENSG00000167191-ENSG00000184916,0.0,0.0,0.0,0.0
ENSG00000158458-ENSG00000174600,0.0,0.0,0.0,0.0
ENSG00000101327-ENSG00000197081,0.0,-1.0,0.0,0.0
ENSG00000107562-ENSG00000163600,0.0,0.0,0.0,0.0
ENSG00000111186-ENSG00000171522,0.0,0.0,0.0,0.0
ENSG00000156427-ENSG00000156687,0.0,0.0,0.0,0.0
ENSG00000113389-ENSG00000134443,0.0,-1.0,0.0,0.0
ENSG00000101958-ENSG00000185559,0.0,-1.0,0.0,0.0
ENSG00000101188-ENSG00000163823,0.0,0.0,0.0,0.0
ENSG00000070886-ENSG00000124882,0.0,0.0,0.0,0.0
ENSG00000171243-ENSG00000174417,0.0,-1.0,0.0,0.0
ENSG00000124882-ENSG00000187764,0.0,0.0,0.0,0.0
ENSG00000113721-ENSG00000114631,0.0,-1.0,0.0,0.0
ENSG00000163394-ENSG00000171051,0.0,-1.0,0.0,0.0
ENSG00000125730-ENSG00000144407,0.0,0.0,0.0,0.0
ENSG00000101292-ENSG00000179934,0.0,0.0,0.0,0.0
ENSG00000183671-ENSG00000198719,0.0,0.0,0.0,0.0
ENSG00000134853-ENSG00000142192,0.0,0.0,0.0,0.0
ENSG00000100311-ENSG00000159618,0.0,0.0,0.0,0.0
ENSG00000169418-ENSG00000187764,0.0,0.0,0.0,0.0
ENSG00000037280-ENSG00000169752,0.0,0.0,0.0,0.0
ENSG00000133105-ENSG00000153283,0.0,-1.0,0.0,0.0
ENSG00000090932-ENSG00000169083,0.0,0.0,0.0,0.0
ENSG00000162344-ENSG00000165197,0.0,0.0,0.0,0.0
ENSG00000178752-ENSG00000196937,0.0,0.0,0.0,0.0
ENSG00000002745-ENSG00000160013,0.0,0.0,0.0,0.0
ENSG00000101017-ENSG00000108688,0.0,-1.0,0.0,0.0
ENSG00000178568-ENSG00000198753,0.0,-1.0,0.0,0.0
ENSG00000132911-ENSG00000169604,0.0,0.0,0.0,0.0
ENSG00000101292-ENSG00000185652,0.0,0.0,0.0,0.0
ENSG00000134443-ENSG00000169242,0.0,-1.0,0.0,0.0
ENSG00000146674-ENSG00000174059,0.0,-1.0,0.0,0.0
ENSG00000146374-ENSG00000174417,0.0,-1.0,0.0,0.0
ENSG00000111424-ENSG00000146648,0.0,0.0,0.0,0.0
ENSG00000163377-ENSG00000178752,0.0,0.0,0.0,0.0
ENSG00000113389-ENSG00000159899,0.0,-1.0,0.0,0.0
ENSG00000109255-ENSG00000123384,0.0,-1.0,0.0,0.0
ENSG00000049249-ENSG00000070018,0.0,-1.0,0.0,0.0
ENSG00000172410-ENSG00000174059,0.0,-1.0,0.0,0.0
ENSG00000095539-ENSG00000162337,0.0,-1.0,0.0,0.0
ENSG00000102678-ENSG00000185896,0.0,-1.0,0.0,0.0
ENSG00000125726-ENSG00000162552,0.0,0.0,0.0,0.0
ENSG00000089692-ENSG00000179934,0.0,0.0,0.0,0.0
ENSG00000128602-ENSG00000154639,0.0,0.0,0.0,0.0
ENSG00000111424-ENSG00000125735,0.0,-1.0,0.0,0.0
ENSG00000105329-ENSG00000119699,0.0,-1.0,0.0,0.0
ENSG00000164270-ENSG00000170425,0.0,-1.0,0.0,0.0
ENSG00000132170-ENSG00000240972,0.0,0.0,0.0,0.0
ENSG00000112164-ENSG00000133216,0.0,-1.0,0.0,0.0
ENSG00000106278-ENSG00000225950,0.0,0.0,0.0,0.0
ENSG00000142538-ENSG00000187323,0.0,0.0,0.0,0.0
ENSG00000159958-ENSG00000188389,0.0,-1.0,0.0,0.0
ENSG00000120889-ENSG00000196189,0.0,0.0,0.0,0.0
ENSG00000100311-ENSG00000145431,0.0,-1.0,0.0,0.0
ENSG00000114812-ENSG00000276070,0.0,0.0,0.0,0.0
ENSG00000114251-ENSG00000204580,0.0,-1.0,0.0,0.0
ENSG00000121764-ENSG00000151882,0.0,0.0,0.0,0.0
ENSG00000168621-ENSG00000180616,0.0,0.0,0.0,0.0
ENSG00000121853-ENSG00000144476,0.0,0.0,0.0,0.0
ENSG00000138685-ENSG00000187764,0.0,0.0,0.0,0.0
ENSG00000067182-ENSG00000157368,0.0,-1.0,0.0,0.0
ENSG00000171522-ENSG00000196639,0.0,0.0,0.0,0.0
ENSG00000125730-ENSG00000166603,0.0,-1.0,0.0,0.0
ENSG00000139269-ENSG00000165029,0.0,-1.0,0.0,0.0
ENSG00000135046-ENSG00000176136,0.0,0.0,0.0,0.0
ENSG00000135414-ENSG00000273079,0.0,-1.0,0.0,0.0
ENSG00000159723-ENSG00000232810,0.0,-1.0,0.0,0.0
ENSG00000067182-ENSG00000106278,0.0,-1.0,0.0,0.0
ENSG00000066468-ENSG00000137252,0.0,-1.0,0.0,0.0
ENSG00000112038-ENSG00000184500,0.0,-1.0,0.0,0.0
ENSG00000172349-ENSG00000186818,0.0,0.0,0.0,0.0
ENSG00000120659-ENSG00000146374,0.0,0.0,0.0,0.0
ENSG00000026508-ENSG00000178562,0.0,0.0,0.0,0.0
ENSG00000157368-ENSG00000165370,0.0,-1.0,0.0,0.0
ENSG00000060656-ENSG00000113763,0.0,-1.0,0.0,0.0
ENSG00000154928-ENSG00000157873,0.0,-1.0,0.0,0.0
ENSG00000114739-ENSG00000233816,0.0,0.0,0.0,0.0
ENSG00000113520-ENSG00000173511,0.0,-1.0,0.0,0.0
ENSG00000128564-ENSG00000282608,0.0,-1.0,0.0,0.0
ENSG00000106278-ENSG00000117281,0.0,0.0,0.0,0.0
ENSG00000073008-ENSG00000178726,0.0,-1.0,0.0,0.0
ENSG00000113578-ENSG00000163377,0.0,0.0,0.0,0.0
ENSG00000090534-ENSG00000219438,0.0,-1.0,0.0,0.0
