,train_loss,train_acc,valid_loss,valid_acc,test_loss,test_acc
0,125.8882,0.49851632,114.05058,0.50344825,167.0688,0.5
1,124.81148,0.49851632,113.02113,0.50344825,165.58035,0.5
2,123.819595,0.49851632,112.06233,0.50344825,164.20947,0.5
3,122.74949,0.49851632,111.03518,0.50344825,162.73157,0.5
4,121.67852,0.49851632,110.016914,0.50344825,161.26463,0.5
5,120.66433,0.50445104,109.05555,0.50344825,159.8847,0.5
6,119.63317,0.50445104,108.073586,0.50344825,158.47478,0.5
7,118.57134,0.50445104,107.065735,0.50344825,157.01747,0.5
8,117.52369,0.5074184,106.05027,0.50344825,155.55844,0.5
9,116.56148,0.5074184,105.11281,0.50344825,154.22314,0.5
10,115.488945,0.5074184,104.10093,0.50344825,152.76695,0.5
11,114.45784,0.5074184,103.110596,0.51724136,151.34984,0.5
12,113.41795,0.51038575,102.10956,0.51724136,149.92276,0.5041322
13,112.36558,0.5133531,101.109146,0.51724136,148.47914,0.5041322
14,111.32219,0.5133531,100.117065,0.5241379,147.04868,0.5041322
15,110.33881,0.51632047,99.17576,0.5241379,145.7049,0.5123967
16,109.39024,0.51632047,98.26355,0.5241379,144.40152,0.5123967
17,108.387024,0.5222552,97.30169,0.5241379,143.03273,0.5123967
18,107.34747,0.5222552,96.31366,0.5241379,141.60472,0.5123967
19,106.29985,0.5222552,95.310585,0.5241379,140.15038,0.5123967
20,105.28111,0.5222552,94.33757,0.5241379,138.74937,0.5123967
21,104.3156,0.52522254,93.40917,0.5241379,137.42345,0.5123967
22,103.27243,0.5281899,92.40283,0.5241379,135.96756,0.5123967
23,102.18491,0.5281899,91.36917,0.5241379,134.47302,0.5123967
24,101.17133,0.5281899,90.38372,0.5241379,133.06232,0.5123967
25,100.13835,0.5281899,89.39298,0.5241379,131.62921,0.5165289
26,99.04361,0.53115726,88.34922,0.53103447,130.12013,0.5165289
27,98.10331,0.53115726,87.44107,0.53103447,128.83423,0.5165289
28,97.09837,0.53115726,86.4824,0.53103447,127.456276,0.5247934
29,96.004135,0.53115726,85.439766,0.53103447,125.94841,0.5289256
30,95.04808,0.53115726,84.527664,0.53103447,124.63928,0.5289256
31,93.968475,0.53115726,83.49032,0.537931,123.147804,0.5289256
32,92.92624,0.53115726,82.49053,0.537931,121.69456,0.5289256
33,91.86218,0.53115726,81.475784,0.537931,120.22588,0.5289256
34,90.83694,0.53115726,80.48952,0.537931,118.80543,0.5289256
35,89.775154,0.5341246,79.47112,0.537931,117.33494,0.53305787
36,88.7617,0.5341246,78.49323,0.5448276,115.932526,0.5371901
37,87.80024,0.5341246,77.56278,0.5448276,114.59878,0.5371901
38,86.80402,0.5341246,76.60249,0.5448276,113.22514,0.5371901
39,85.721954,0.5341246,75.57121,0.5448276,111.73675,0.5413223
40,84.66887,0.5341246,74.5534,0.55172414,110.273735,0.5413223
41,83.67084,0.5341246,73.575226,0.55172414,108.87572,0.54545456
42,82.63432,0.5341246,72.575745,0.55172414,107.43513,0.54545456
43,81.64356,0.5341246,71.62141,0.55172414,106.065605,0.54545456
44,80.57793,0.5341246,70.599655,0.55172414,104.588005,0.5495868
45,79.591255,0.5341246,69.64613,0.55172414,103.22778,0.553719
46,78.59239,0.5341246,68.67019,0.55172414,101.83125,0.553719
47,77.62016,0.5341246,67.73329,0.55172414,100.50094,0.553719
48,76.616745,0.5341246,66.76176,0.55172414,99.0997,0.553719
49,75.57303,0.5341246,65.7565,0.55172414,97.651024,0.553719
50,74.616356,0.5400593,64.83935,0.55172414,96.341606,0.553719
51,73.60773,0.5400593,63.85654,0.55172414,94.93086,0.553719
52,72.52714,0.5400593,62.821484,0.55172414,93.437096,0.553719
53,71.53685,0.54599404,61.863926,0.55172414,92.06377,0.553719
54,70.60279,0.54599404,60.95369,0.55172414,90.766945,0.553719
55,69.58996,0.54599404,59.977943,0.5586207,89.365295,0.553719
56,68.57315,0.54599404,59.006702,0.56551725,87.95623,0.553719
57,67.52743,0.54599404,58.012997,0.56551725,86.526085,0.553719
58,66.483665,0.54599404,57.002254,0.56551725,85.0699,0.55785125
59,65.534775,0.5489614,56.079754,0.56551725,83.74646,0.55785125
60,64.47129,0.5489614,55.069763,0.56551725,82.29453,0.55785125
61,63.530075,0.5489614,54.172577,0.56551725,81.01167,0.55785125
62,62.50117,0.5489614,53.17768,0.56551725,79.58171,0.56198347
63,61.478424,0.5489614,52.1812,0.56551725,78.150566,0.57024795
64,60.44671,0.5489614,51.183292,0.56551725,76.71977,0.57024795
65,59.470066,0.5489614,50.23447,0.56551725,75.36304,0.5785124
66,58.505234,0.5489614,49.301556,0.56551725,74.020226,0.5785124
67,57.475647,0.5489614,48.305935,0.56551725,72.590454,0.5785124
68,56.43326,0.5489614,47.303352,0.5724138,71.14247,0.5785124
69,55.494305,0.5489614,46.390377,0.5724138,69.84663,0.5785124
70,54.511566,0.5548961,45.44969,0.5724138,68.49596,0.5785124
71,53.48502,0.5548961,44.445618,0.5724138,67.05358,0.5785124
72,52.462475,0.5548961,43.46317,0.5724138,65.63878,0.58677685
73,51.449272,0.56379825,42.487766,0.57931036,64.23226,0.59090906
74,50.42538,0.56379825,41.489094,0.57931036,62.801636,0.59504133
75,49.357723,0.5667656,40.47758,0.57931036,61.334957,0.59504133
76,48.362038,0.5667656,39.514988,0.57931036,59.95256,0.59504133
77,47.27858,0.56973296,38.4718,0.57931036,58.445988,0.59917355
78,46.199425,0.56973296,37.43236,0.57931036,56.95244,0.59917355
79,45.11607,0.5756677,36.390713,0.57931036,55.440784,0.59504133
80,44.10176,0.57863504,35.408978,0.57931036,54.025192,0.59090906
81,43.143646,0.57863504,34.487793,0.57931036,52.707977,0.59504133
82,42.098164,0.5756677,33.49543,0.5724138,51.262943,0.59504133
83,41.133015,0.57863504,32.557858,0.59310347,49.915894,0.60330576
84,40.084282,0.57863504,31.552095,0.6,48.47135,0.59917355
85,39.225048,0.57863504,30.701925,0.6068966,47.28004,0.59917355
86,38.34131,0.56973296,29.820919,0.6068966,46.076645,0.59504133
87,37.43624,0.56083083,28.90657,0.6068966,44.810207,0.59504133
88,36.547146,0.5578635,28.004087,0.6,43.540314,0.59504133
89,35.74767,0.56083083,27.17605,0.59310347,42.39056,0.59504133
90,34.930084,0.5578635,26.289442,0.5862069,41.169266,0.59090906
91,34.173553,0.56379825,25.4588,0.5862069,40.04283,0.5785124
92,33.45629,0.5489614,24.654718,0.5862069,38.975395,0.58677685
93,32.85306,0.5489614,23.963621,0.5862069,38.044567,0.59090906
94,32.210728,0.537092,23.212933,0.6,37.00472,0.59504133
95,31.668821,0.537092,22.55859,0.59310347,36.12436,0.59090906
96,31.136484,0.5281899,21.9044,0.5862069,35.28217,0.58264464
97,30.71727,0.5192878,21.37332,0.5862069,34.622334,0.5785124
98,30.250637,0.5074184,20.787071,0.59310347,33.875805,0.5785124
99,29.850138,0.50445104,20.28018,0.5862069,33.23306,0.5785124
100,29.46937,0.51038575,19.812092,0.57931036,32.640778,0.57024795
101,29.065474,0.51038575,19.340971,0.5724138,32.047283,0.55785125
102,28.772543,0.50445104,19.009014,0.56551725,31.645077,0.55785125
103,28.464117,0.48961425,18.622124,0.56551725,31.20341,0.5413223
104,28.144384,0.48071218,18.236984,0.5724138,30.74548,0.553719
105,27.883146,0.48367953,17.909286,0.57931036,30.3551,0.5495868
106,27.6217,0.48367953,17.590725,0.5862069,29.971674,0.54545456
107,27.402563,0.48367953,17.352676,0.5862069,29.661522,0.5413223
108,27.13112,0.47774482,17.020967,0.57931036,29.258661,0.5371901
109,26.93317,0.47477746,16.78641,0.57931036,28.971388,0.5371901
110,26.68373,0.48071218,16.49738,0.5724138,28.616142,0.5371901
111,26.458057,0.48071218,16.242773,0.5724138,28.296556,0.5289256
112,26.249592,0.47774482,16.000298,0.5724138,27.993986,0.53305787
113,26.025217,0.48071218,15.750119,0.5586207,27.670355,0.53305787
114,25.818985,0.48367953,15.548861,0.56551725,27.379717,0.53305787
115,25.634455,0.47477746,15.352869,0.5724138,27.098324,0.5371901
116,25.443514,0.47774482,15.175491,0.56551725,26.811398,0.53305787
117,25.269314,0.48071218,14.981153,0.5586207,26.548958,0.5371901
118,25.089632,0.48071218,14.792568,0.5724138,26.269787,0.5371901
119,24.906988,0.48367953,14.610114,0.56551725,25.98991,0.5371901
120,24.746798,0.4866469,14.4618435,0.56551725,25.76744,0.5371901
121,24.58845,0.4925816,14.313246,0.56551725,25.539623,0.5371901
122,24.436455,0.49851632,14.178346,0.57931036,25.325768,0.53305787
123,24.281359,0.49851632,14.016003,0.57931036,25.090086,0.5371901
124,24.122028,0.49554896,13.877797,0.57931036,24.85825,0.5413223
125,23.976192,0.49851632,13.733858,0.57931036,24.643589,0.54545456
126,23.817148,0.49554896,13.566161,0.57931036,24.404682,0.5495868
127,23.679966,0.4925816,13.45031,0.57931036,24.21704,0.5495868
128,23.542448,0.49554896,13.314561,0.57931036,24.012463,0.553719
129,23.372778,0.49554896,13.1413555,0.5862069,23.745888,0.5495868
130,23.228737,0.49554896,13.041069,0.5862069,23.553534,0.5495868
131,23.073338,0.49554896,12.876497,0.5862069,23.31297,0.5495868
132,22.942495,0.49554896,12.74062,0.57931036,23.11593,0.553719
133,22.832151,0.49851632,12.649771,0.5862069,22.970417,0.553719
134,22.713934,0.49851632,12.550054,0.5862069,22.806725,0.55785125
135,22.574312,0.5014837,12.406241,0.59310347,22.584534,0.55785125
136,22.430046,0.5014837,12.269742,0.59310347,22.370514,0.553719
137,22.279896,0.50445104,12.132268,0.59310347,22.151278,0.553719
138,22.149971,0.5074184,12.014247,0.59310347,21.966682,0.553719
139,22.027401,0.5074184,11.904319,0.59310347,21.796738,0.553719
140,21.882376,0.51038575,11.7516165,0.59310347,21.581057,0.553719
141,21.751312,0.5133531,11.631789,0.59310347,21.396626,0.553719
142,21.599855,0.51632047,11.486448,0.6,21.182192,0.553719
143,21.46602,0.51632047,11.346329,0.6,20.991594,0.553719
144,21.352118,0.5133531,11.28478,0.6,20.864105,0.55785125
145,21.197756,0.51038575,11.1298685,0.6,20.651667,0.55785125
