,train_loss,train_acc,valid_loss,valid_acc,test_loss,test_acc
0,22.535465,0.5,28.560406,0.5,34.2933,0.5
1,22.496464,0.5,28.511703,0.5,34.234356,0.5
2,22.458473,0.5,28.46434,0.5,34.1771,0.5
3,22.418936,0.5,28.415049,0.5,34.11732,0.5
4,22.381842,0.5,28.368698,0.5,34.061626,0.5
5,22.341497,0.49746192,28.318308,0.5029586,34.000633,0.49822694
6,22.302353,0.49746192,28.26961,0.5029586,33.94117,0.49822694
7,22.264547,0.49746192,28.222397,0.5029586,33.884323,0.4964539
8,22.22579,0.49746192,28.173935,0.49704143,33.825912,0.49468085
9,22.18756,0.4961929,28.126133,0.49704143,33.768436,0.4964539
10,22.148933,0.4961929,28.078053,0.49704143,33.710056,0.4964539
11,22.109888,0.4961929,28.02918,0.49704143,33.651173,0.4964539
12,22.072256,0.4961929,27.982298,0.49704143,33.59435,0.4964539
13,22.032345,0.4961929,27.93245,0.49704143,33.534035,0.4964539
14,21.995277,0.49746192,27.886045,0.49704143,33.478443,0.4964539
15,21.954868,0.49746192,27.83559,0.49704143,33.417255,0.49822694
16,21.917032,0.49873096,27.788214,0.49704143,33.36041,0.49822694
17,21.87785,0.5,27.73941,0.49704143,33.30095,0.5
18,21.839043,0.5,27.690855,0.49408284,33.242363,0.5
19,21.801016,0.50126904,27.643312,0.49408284,33.185146,0.5
20,21.762447,0.5,27.595007,0.49408284,33.12703,0.5
21,21.721277,0.50126904,27.543575,0.49408284,33.064426,0.50177306
22,21.684137,0.50126904,27.49718,0.49408284,33.00865,0.50177306
23,21.645496,0.5,27.448942,0.49704143,32.950108,0.50177306
24,21.607119,0.49746192,27.401102,0.49408284,32.89188,0.50177306
25,21.567537,0.49873096,27.351511,0.49408284,32.832127,0.5035461
26,21.529984,0.5025381,27.304659,0.49112427,32.77537,0.5070922
27,21.492922,0.50126904,27.25835,0.49112427,32.719517,0.50886524
28,21.454285,0.5025381,27.21019,0.48816568,32.660713,0.50886524
29,21.417622,0.5038071,27.164398,0.49408284,32.605408,0.50886524
30,21.381172,0.5038071,27.118853,0.49408284,32.5505,0.50886524
31,21.342464,0.5025381,27.070429,0.49408284,32.491936,0.50886524
32,21.303709,0.50126904,27.021957,0.49408284,32.43326,0.5141844
33,21.264408,0.50126904,26.972836,0.49408284,32.373768,0.51241136
34,21.225666,0.50126904,26.924444,0.49408284,32.31502,0.50886524
35,21.191216,0.5038071,26.881414,0.49704143,32.26335,0.5070922
36,21.149971,0.5038071,26.829865,0.5,32.200665,0.5070922
37,21.111118,0.5025381,26.781279,0.5,32.141834,0.5035461
38,21.074268,0.5038071,26.735207,0.5029586,32.08614,0.5035461
39,21.034185,0.50634515,26.68512,0.5029586,32.0253,0.5035461
40,20.995167,0.5076142,26.636309,0.5029586,31.966423,0.5053192
41,20.95722,0.5076142,26.588888,0.5029586,31.909048,0.5053192
42,20.920635,0.50507617,26.54312,0.5029586,31.853952,0.5053192
43,20.881102,0.50507617,26.493702,0.5029586,31.794052,0.5053192
44,20.843657,0.50634515,26.447006,0.5029586,31.737242,0.5053192
45,20.80658,0.50634515,26.400671,0.5029586,31.681381,0.5053192
46,20.76606,0.50634515,26.349987,0.5029586,31.619951,0.5053192
47,20.729023,0.50634515,26.303627,0.5029586,31.564219,0.5053192
48,20.69179,0.5076142,26.257223,0.5029586,31.507736,0.5053192
49,20.654589,0.50634515,26.21078,0.5029586,31.451427,0.5053192
50,20.61485,0.5076142,26.160904,0.50591713,31.391539,0.5053192
51,20.576914,0.5076142,26.113466,0.5088757,31.334238,0.5053192
52,20.53783,0.50634515,26.064644,0.50591713,31.274967,0.5053192
53,20.500164,0.50634515,26.017427,0.50591713,31.218376,0.5053192
54,20.460773,0.50634515,25.968182,0.50591713,31.158667,0.5070922
55,20.42224,0.50634515,25.919939,0.50591713,31.100403,0.5070922
56,20.38485,0.50634515,25.873365,0.50591713,31.04373,0.5070922
57,20.345098,0.5076142,25.823433,0.50591713,30.9839,0.5070922
58,20.306767,0.50888324,25.775654,0.5029586,30.925442,0.5070922
59,20.268026,0.50888324,25.727257,0.5029586,30.86683,0.50886524
60,20.231024,0.50888324,25.680956,0.5029586,30.811014,0.5070922
61,20.191362,0.5101523,25.631348,0.5029586,30.750807,0.5106383
62,20.152952,0.5114213,25.583199,0.5029586,30.692854,0.5106383
63,20.114939,0.5114213,25.535694,0.5029586,30.635313,0.5106383
64,20.07654,0.5114213,25.487654,0.5,30.57714,0.5106383
65,20.038887,0.5101523,25.44063,0.5029586,30.5201,0.50886524
66,20.000483,0.5101523,25.392378,0.5029586,30.462374,0.5106383
67,19.96075,0.5101523,25.342733,0.5029586,30.40192,0.5106383
68,19.92274,0.5101523,25.29518,0.5029586,30.344276,0.5106383
69,19.885025,0.5101523,25.24803,0.5029586,30.287289,0.51241136
70,19.847479,0.5101523,25.201105,0.5029586,30.23029,0.51241136
71,19.809282,0.5101523,25.153086,0.5029586,30.172817,0.5106383
72,19.770926,0.50888324,25.105228,0.5029586,30.114521,0.5106383
73,19.734781,0.50888324,25.060015,0.5029586,30.059868,0.5106383
74,19.695728,0.50888324,25.011068,0.49704143,30.000721,0.51241136
75,19.659527,0.50888324,24.965878,0.49704143,29.945847,0.5141844
76,19.621456,0.50888324,24.918217,0.49704143,29.888142,0.5141844
77,19.582396,0.5101523,24.869268,0.49704143,29.828974,0.5141844
78,19.543766,0.5101523,24.820948,0.49704143,29.770245,0.5141844
79,19.504488,0.5101523,24.771719,0.49704143,29.710667,0.5141844
80,19.468214,0.5114213,24.726332,0.49704143,29.655775,0.50886524
81,19.430132,0.5114213,24.678564,0.49704143,29.598043,0.50886524
82,19.393118,0.51522845,24.632252,0.49704143,29.542048,0.50886524
83,19.355537,0.51522845,24.585209,0.49704143,29.48511,0.50886524
84,19.316074,0.5139594,24.535654,0.49704143,29.425365,0.50886524
85,19.279768,0.5139594,24.490149,0.49704143,29.370678,0.50886524
86,19.240742,0.5139594,24.441315,0.49704143,29.31137,0.50886524
87,19.203924,0.5139594,24.395206,0.49704143,29.25568,0.50886524
88,19.163925,0.5139594,24.345135,0.49704143,29.194752,0.50886524
89,19.125248,0.5139594,24.296606,0.49704143,29.136196,0.5106383
90,19.088505,0.5139594,24.25051,0.49704143,29.080847,0.5106383
91,19.049759,0.5139594,24.201996,0.49704143,29.022001,0.5106383
92,19.01328,0.5139594,24.156427,0.49704143,28.96678,0.5106383
93,18.976814,0.5139594,24.110687,0.49704143,28.911652,0.5106383
94,18.93862,0.5139594,24.06278,0.49704143,28.853907,0.5106383
95,18.899622,0.51269037,24.01394,0.49704143,28.794703,0.51241136
96,18.86161,0.51269037,23.966442,0.49704143,28.737011,0.51241136
97,18.82301,0.5139594,23.918129,0.49704143,28.67834,0.51241136
98,18.786137,0.5139594,23.872065,0.49704143,28.62241,0.5141844
99,18.748123,0.51269037,23.824343,0.49704143,28.564907,0.5141844
100,18.710203,0.51269037,23.776886,0.49704143,28.507286,0.5141844
101,18.674282,0.51269037,23.731985,0.49704143,28.453018,0.51241136
102,18.63675,0.5114213,23.685091,0.49704143,28.395912,0.51241136
103,18.59806,0.5114213,23.636559,0.49704143,28.337408,0.5141844
104,18.559237,0.51269037,23.587923,0.49704143,28.27831,0.5141844
105,18.522108,0.5101523,23.541567,0.49408284,28.221903,0.5141844
106,18.484709,0.50888324,23.49472,0.49408284,28.165257,0.5141844
107,18.44645,0.50888324,23.446787,0.49408284,28.107128,0.5141844
108,18.408148,0.50888324,23.398794,0.49408284,28.049181,0.5141844
109,18.36969,0.5101523,23.350666,0.49408284,27.99051,0.5141844
110,18.332067,0.5101523,23.303574,0.49408284,27.933502,0.5141844
111,18.295765,0.50888324,23.25809,0.49408284,27.878672,0.5141844
112,18.257318,0.50888324,23.20985,0.49408284,27.820545,0.5141844
113,18.216972,0.50888324,23.15922,0.49408284,27.75915,0.5141844
114,18.18223,0.5076142,23.115717,0.49408284,27.70682,0.5141844
115,18.14339,0.5076142,23.067068,0.49408284,27.647793,0.5141844
116,18.107946,0.50634515,23.022696,0.49408284,27.594265,0.51241136
117,18.070597,0.50634515,22.975952,0.49408284,27.53745,0.50886524
118,18.03137,0.5076142,22.926584,0.49408284,27.478184,0.5106383
119,17.991997,0.5076142,22.877268,0.49408284,27.418049,0.5106383
120,17.954401,0.50634515,22.830051,0.49408284,27.3613,0.5106383
121,17.917461,0.5038071,22.783686,0.49704143,27.30552,0.5106383
122,17.881308,0.5038071,22.738504,0.49704143,27.250534,0.50886524
123,17.844133,0.5038071,22.691761,0.49704143,27.194551,0.50886524
124,17.80499,0.50507617,22.642797,0.49408284,27.13469,0.50886524
125,17.76678,0.50507617,22.594767,0.49408284,27.07692,0.50886524
126,17.728954,0.50507617,22.547363,0.49408284,27.019419,0.50886524
127,17.691391,0.50507617,22.50025,0.49408284,26.96245,0.50886524
128,17.655014,0.50507617,22.454725,0.49408284,26.90723,0.50886524
129,17.61784,0.50507617,22.408047,0.49408284,26.850977,0.50886524
130,17.577719,0.50507617,22.35767,0.49704143,26.78992,0.50886524
131,17.54117,0.50507617,22.31179,0.49704143,26.734842,0.50886524
132,17.50209,0.50507617,22.262827,0.49704143,26.675266,0.50886524
133,17.464476,0.50634515,22.215765,0.49704143,26.618053,0.50886524
134,17.42677,0.50634515,22.168478,0.49704143,26.560865,0.50886524
135,17.389246,0.5038071,22.121334,0.49704143,26.504103,0.50886524
136,17.353645,0.5038071,22.076876,0.5,26.450035,0.50886524
137,17.315948,0.5038071,22.02956,0.49704143,26.39296,0.50886524
138,17.276735,0.5038071,21.980322,0.49704143,26.333279,0.50886524
139,17.238813,0.5038071,21.932735,0.5029586,26.275778,0.50886524
140,17.201262,0.5038071,21.885641,0.5029586,26.218864,0.50886524
141,17.164581,0.5038071,21.839525,0.5029586,26.163494,0.5106383
142,17.12662,0.5038071,21.79194,0.5029586,26.10558,0.5106383
143,17.087025,0.5038071,21.742178,0.5,26.045546,0.5106383
144,17.050348,0.5038071,21.696186,0.5,25.989908,0.5106383
145,17.011168,0.5038071,21.646801,0.5,25.930708,0.5106383
146,16.974371,0.5038071,21.600838,0.5,25.87444,0.5106383
147,16.935272,0.50634515,21.5517,0.5,25.815224,0.5106383
148,16.89904,0.50507617,21.50631,0.5,25.760353,0.50886524
149,16.861671,0.50507617,21.459297,0.5,25.703796,0.5106383
150,16.821754,0.50507617,21.40925,0.5,25.642925,0.5106383
151,16.785948,0.50634515,21.364302,0.5,25.588732,0.5106383
152,16.74905,0.50634515,21.31792,0.5,25.533026,0.5106383
153,16.712175,0.50634515,21.271574,0.49704143,25.477224,0.5106383
154,16.67545,0.50634515,21.225464,0.49704143,25.421408,0.5106383
155,16.638048,0.5076142,21.178362,0.5,25.364925,0.5106383
156,16.600807,0.50634515,21.13172,0.5,25.308092,0.5106383
157,16.563515,0.50634515,21.084805,0.5,25.251606,0.5106383
158,16.525396,0.50634515,21.036848,0.5,25.193867,0.51241136
159,16.487604,0.50634515,20.989317,0.5,25.136639,0.51241136
160,16.448328,0.50634515,20.940094,0.5,25.076546,0.51241136
161,16.413815,0.5076142,20.896898,0.5,25.024244,0.51241136
162,16.37351,0.5076142,20.846176,0.5,24.962982,0.51241136
163,16.33536,0.5076142,20.798363,0.5,24.904886,0.51241136
164,16.297916,0.50507617,20.751305,0.5,24.847979,0.5106383
165,16.260736,0.50507617,20.704697,0.5,24.791456,0.50886524
166,16.222584,0.5038071,20.656704,0.5,24.733555,0.50886524
